hash	citation	verified	checked	new_hash	author	title	year	URL	DOI
('Tomás y Valiente a destiempo', 'None')	G. Valiente, Larrosa valiente dataset, 2017, (http://www.cs.upc.edu/~valiente/research.html).	0.0	0.0		Jesús Vallejo	Tomás y Valiente a destiempo	None	http://dx.doi.org/10.2307/j.ctt1hj9wfw.7	10.2307/j.ctt1hj9wfw.7
('Temporal–spatial reach parameters derived from inertial sensors: Comparison to 3D marker-based motion capture', 2017.0)	K. Cahill-Rowley, J. Rose Temporalâ€“spatial reach parameters derived from inertial sensors: Comparison to 3d marker-based motion capture Journal of biomechanics, 52 (2017), pp. 11â€“16 https://doi.org/10.1016/j.jbiomech.2016.10.031	0.0	0.0		Katelyn Cahill-Rowley and Jessica Rose	Temporal–spatial reach parameters derived from inertial sensors: Comparison to 3D marker-based motion capture	2017.0	http://dx.doi.org/10.1016/j.jbiomech.2016.10.031	10.1016/j.jbiomech.2016.10.031
('Feature learning based on SAE–PCA network for human gesture recognition in RGBD images', 2015.0)	S.-Z. Li, B. Yu, W. Wu, S.-Z. Su, R.-R. Ji Feature learning based on sae-pca network for human gesture recognition in rgbd images Neurocomputing, 151 (2015), pp. 565â€“573 https://doi.org/10.1016/j.neucom.2014.06.086	0.0	0.0		Shao-Zi Li and Bin Yu and Wei Wu and Song-Zhi Su and Rong-Rong Ji	Feature learning based on SAE–PCA network for human gesture recognition in RGBD images	2015.0	http://dx.doi.org/10.1016/j.neucom.2014.06.086	10.1016/j.neucom.2014.06.086
('Spatio-temporal and kinematic gait analysis in patients with Frontotemporal dementia and Alzheimer’s disease through 3D motion capture', 2017.0)	R. Rucco, V. Agosti, F. Jacini, P. Sorrentino, P. Varriale, M. De Stefano, G. Milan, P. Montella, G. Sorrentino Spatio-temporal and kinematic gait analysis in patients with frontotemporal dementia and alzheimer?s disease through 3d motion capture Gait & posture, 52 (2017), pp. 312â€“317 https://doi.org/10.1016/j.gaitpost.2016.12.021	0.0	0.0		Rosaria Rucco and Valeria Agosti and Francesca Jacini and Pierpaolo Sorrentino and Pasquale Varriale and Manuela De Stefano and Graziella Milan and Patrizia Montella and Giuseppe Sorrentino	Spatio-temporal and kinematic gait analysis in patients with Frontotemporal dementia and Alzheimer’s disease through 3D motion capture	2017.0	http://dx.doi.org/10.1016/j.gaitpost.2016.12.021	10.1016/j.gaitpost.2016.12.021
('Preface to the second edition', 'None')	J. H. van Lint and R. M. Wilson. A course in combinatorics. Cambridge University Press, Cambridge, second edition, 2001.	0.0	0.0		J. H. van Lint and R. M. Wilson	Preface to the second edition	None	http://dx.doi.org/10.1017/cbo9780511987045.002	10.1017/cbo9780511987045.002
('Towards a proteome-scale map of the human protein–protein interaction network', 2005.0)	Rual J F, Venkatesan K, Hao T, et al. Towards a proteome-scale map of the human proteinÂ¿protein interaction network[J]. Nature, 2005, 437(7062):1173-8.	0.0	0.0		Jean-François Rual and Kavitha Venkatesan and Tong Hao and Tomoko Hirozane-Kishikawa and Amélie Dricot and Ning Li and Gabriel F. Berriz and Francis D. Gibbons and Matija Dreze and Nono Ayivi-Guedehoussou and Niels Klitgord and Christophe Simon and Mike Boxem and Stuart Milstein and Jennifer Rosenberg and Debra S. Goldberg and Lan V. Zhang and Sharyl L. Wong and Giovanni Franklin and Siming Li and Joanna S. Albala and Janghoo Lim and Carlene Fraughton and Estelle Llamosas and Sebiha Cevik and Camille Bex and Philippe Lamesch and Robert S. Sikorski and Jean Vandenhaute and Huda Y. Zoghbi and Alex Smolyar and Stephanie Bosak and Reynaldo Sequerra and Lynn Doucette-Stamm and Michael E. Cusick and David E. Hill and Frederick P. Roth and Marc Vidal	Towards a proteome-scale map of the human protein–protein interaction network	2005.0	http://dx.doi.org/10.1038/nature04209	10.1038/nature04209
('Sublinear Time Algorithms for Earth Mover’s Distance', 2010.0)	Sublinear Time Algorithms for Earth Moverâ€™s Distance. Theory Comput. Syst. 48, 2 (2011), 428â€“442. 010- 9265- 8  [doi>10.1007/s00224-010-9265-8]	0.0	0.0		Khanh Do Ba and Huy L. Nguyen and Huy N. Nguyen and Ronitt Rubinfeld	Sublinear Time Algorithms for Earth Mover’s Distance	2010.0	http://dx.doi.org/10.1007/s00224-010-9265-8	10.1007/s00224-010-9265-8
('On the Degree Sequences of Random Outerplanar and Series-Parallel Graphs', 'None')	Jasine Babu, Areej Khoury, and Ilan Newman. 2016. Every Property of Outerplanar Graphs is Testable. In Approximation, Randomization, and Combinatorial Optimization. Algorithms and Techniques, APPROX/RANDOM 2016, September 7-9, 2016, Paris, France. 21:1â€“21:19. 2016.21  [doi>10.4230/LIPIcs.APPROXRANDOM.2016.21]	0.0	0.0		Nicla Bernasconi and Konstantinos Panagiotou and Angelika Steger	On the Degree Sequences of Random Outerplanar and Series-Parallel Graphs	None	http://dx.doi.org/10.1007/978-3-540-85363-3_25	10.1007/978-3-540-85363-3_25
('Cover Picture: Ribosomal Synthesis of Backbone-Macrocyclic Peptides Containing \\u03b3-Amino Acids (ChemBioChem 8/2011)', 2011.0)	120890946  [doi>10.1137/120890946]	0.0	0.0		Yukinori Ohshiro and Eiji Nakajima and Yuki Goto and Shinichiro Fuse and Takashi Takahashi and Takayuki Doi and Hiroaki Suga	Cover Picture: Ribosomal Synthesis of Backbone-Macrocyclic Peptides Containing \u03b3-Amino Acids (ChemBioChem 8/2011)	2011.0	http://dx.doi.org/10.1002/cbic.201190031	10.1002/cbic.201190031
('The Power of Linear Estimators', 2011.0)	Paul Valiant. 2011.	0.0	0.0		Gregory Valiant and Paul Valiant	The Power of Linear Estimators	2011.0	http://dx.doi.org/10.1109/focs.2011.81	10.1109/focs.2011.81
('Distinct perfusion patterns in Alzheimer’s disease, frontotemporal dementia and dementia with Lewy bodies', 2014.0)	M. A. Binnewijzend, J. P. Kuijer, W. M. van der Flier, M. R. Benedictus, C. M. Moller, Y. A. Â¨ Pijnenburg, A. W. Lemstra, N. D. Prins, M. P. Wattjes, B. N. van Berckel, et al., â€œDistinct perfusion patterns in alzheimerâ€™s disease, frontotemporal dementia and dementia with lewy bodies,â€\x9d Eur. Radiol., vol. 24, pp. 2326â€“2333, Sep. 2014.	0.0	0.0		Maja A. A. Binnewijzend and Joost P. A. Kuijer and Wiesje M. van der Flier and Marije R. Benedictus and Christiane M. Möller and Yolande A. L. Pijnenburg and Afina W. Lemstra and Niels D. Prins and Mike P. Wattjes and Bart N. M. van Berckel and Philip Scheltens and Frederik Barkhof	Distinct perfusion patterns in Alzheimer’s disease, frontotemporal dementia and dementia with Lewy bodies	2014.0	http://dx.doi.org/10.1007/s00330-014-3172-3	10.1007/s00330-014-3172-3
('Clustering of interval data based on city–block distances', 2004.0)	R. M. de Souza and F. d. A. De Carvalho, â€œClustering of interval data based on cityâ€“block distances,â€\x9d Elsevier Pattern Recognit. Lett., vol. 25, pp. 353â€“365, Feb. 2004.	0.0	0.0		Renata M.C.R. de Souza and Francisco de A.T. de Carvalho	Clustering of interval data based on city–block distances	2004.0	http://dx.doi.org/10.1016/j.patrec.2003.10.016	10.1016/j.patrec.2003.10.016
('Efficient Computation of Isometry\\u2010Invariant Distances Between Surfaces', 2006.0)	A. M. Bronstein, M. M. Bronstein, and R. Kimmel, â€œEfficient computation of isometryinvariant distances between surfaces,â€\x9d SIAM J. Sci. Comput., vol. 28, pp. 1812â€“1836, Oct. 2006.	0.0	0.0		Alexander M. Bronstein and Michael M. Bronstein and Ron Kimmel	Efficient Computation of Isometry\u2010Invariant Distances Between Surfaces	2006.0	http://dx.doi.org/10.1137/050639296	10.1137/050639296
('Sampling and reconstruction of sparse signals on circulant graphs – an introduction to graph-FRI', 2017.0)	M. S. Kotzagiannidis and P. L. Dragotti, â€œSampling and reconstruction of sparse signals on circulant graphs-an introduction to graph-FRI,â€\x9d arXiv preprint arXiv:1606.08085, 2016.	0.0	0.0		M.S. Kotzagiannidis and P.L. Dragotti	Sampling and reconstruction of sparse signals on circulant graphs – an introduction to graph-FRI	2017.0	http://dx.doi.org/10.1016/j.acha.2017.10.003	10.1016/j.acha.2017.10.003
('A distribution-based clustering algorithm for mining in large spatial databases', 'None')	M. Ester, H.-P. Kriegel, J. Sander, X. Xu, et al., â€œA density-based algorithm for discovering clusters in large spatial databases with noise.,â€\x9d Kdd, vol. 96, pp. 226â€“231, Aug. 1996.	0.0	0.0		None	A distribution-based clustering algorithm for mining in large spatial databases	None	http://dx.doi.org/10.1109/icde.1998.655795	10.1109/icde.1998.655795
('Cushing’s Disease – Quality of Life, Recurrence and Long-term Morbidity', 2015.0)	S. M. Smith, â€œBET: Brain extraction tool,â€\x9d FMRIB TR00SMS2b, Oxford Centre for Functional Magnetic Resonance Imaging of the Brain), Department of Clinical Neurology, Oxford University, John Radcliffe Hospital, Headington, UK, 2000.	0.0	0.0		None	Cushing’s Disease – Quality of Life, Recurrence and Long-term Morbidity	2015.0	http://dx.doi.org/10.17925/use.2015.11.1.55	10.17925/use.2015.11.1.55
('Análisis Comparativo de Algoritmos de Minería de Subgrafos Frecuentes', 2016.0)	Acosta-Mendoza, N.: ClasificaciÃ³n de imÃ¡genes basada en subconjunto de subgrafos frecuentes aproximados. Masterâ€™s thesis, The National Institute of Astrophysics, Optics and Electronics of Mexico (INAOE), July 2013	0.0	0.0		Santiago Bianco	Análisis Comparativo de Algoritmos de Minería de Subgrafos Frecuentes	2016.0	http://dx.doi.org/10.18294/relais.2016.111-142	10.18294/relais.2016.111-142
("“The More Things Change…”LiebertR. M., & NealeJ. M.Psychology. New York: John Wiley and Sons, Inc., 1977, Pp. 492 + xi.VachonR. A., & DoranJ.Student Study Guide. New York: John Wiley and Sons. Inc., 1977, Pp. 273.VachonR. A., & FranzblauS.Instructor's Resource Manual.New York: John Wiley and Sons, Inc., 1977, Pp. 142.VachonR. A., & FranzblauS.Test Items. New York: John Wiley and Sons, Inc., 1977, Pp. 89.", 1977.0)	W. Imrich and S. Klavzar, â€œProduct graphs: structure and recognition,â€\x9d John Wiley & Sons, New York, 2000.	0.0	0.0		None	“The More Things Change…”LiebertR. M., & NealeJ. M.Psychology. New York: John Wiley and Sons, Inc., 1977, Pp. 492 + xi.VachonR. A., & DoranJ.Student Study Guide. New York: John Wiley and Sons. Inc., 1977, Pp. 273.VachonR. A., & FranzblauS.Instructor's Resource Manual.New York: John Wiley and Sons, Inc., 1977, Pp. 142.VachonR. A., & FranzblauS.Test Items. New York: John Wiley and Sons, Inc., 1977, Pp. 89.	1977.0	http://dx.doi.org/10.1207/s15328023top0404_16	10.1207/s15328023top0404_16
('Human action recognition via multi-task learning base on spatial–temporal feature', 2015.0)	W. Guo and G. Chen, â€œHuman action recognition via multitask learning base on spatial-temporal feature,â€\x9d Information Sciences, vol. 320, no. 3, pp. 418-428, Nov. 2015.	0.0	0.0		Wenzhong Guo and Guolong Chen	Human action recognition via multi-task learning base on spatial–temporal feature	2015.0	http://dx.doi.org/10.1016/j.ins.2015.04.034	10.1016/j.ins.2015.04.034
